Data.analisi;Classe;Classe2;Diluizione;Cod;Step1;Step2;Step3;Sample.ID;Sample.number;Datetime_inizio;Datetime_fine;A1;A2;A3;A4;B1;B2;B3;B4;BB1;BB2;BB3;BB4;BBn1;BBn2;BBn3;BBn4;BN1;BN2;BN3;BN4;BNB1;BNB2;BNB3;BNB4;BNBn1;BNBn2;BNBn3;BNBn4;C1;C2;C3;C4;CC1;CC2;CC3;CC4;CCn1;CCn2;CCn3;CCn4;D1;D2;D3;E1;E2;E3;E4;F1;F2;F3;F4;FA1;FA2;FA3;FA4;G1;G2;G3;G4;H1;H2;H3;H4;I1;I2;I3;I4;L1;L2;L3;L4;LN1;LN2;LN3;LN4;M1;M2;M3;M4;N1;N2;N3;O1;O2;O3;O4;P1;P2;P3;P4;Q1;Q2;Q3;Q4;RR1;RR2;RR3;RR4;RRn1;RRn2;RRn3;RRn4;R1;R2;R3;R4;Rm1;Rm2;Rm3;Rm4;SS1;SS2;SS3;SS4;SSn1;SSn2;SSn3;SSn4;S1;S2;S3;S4;Sm1;Sm2;Sm3;Sm4;diffAUC1_4;diffAUC2_4;diffAUC3_4;RH_med
05/04/2025;ARIA;ARIA;;11.0;Aria;;;1;1;2025-04-05 06:29:00;2025-04-05 06:34:00;4402;4269;150;18988;1.2907893042603;2.01152688123654;0.0;1.1240948325;-7.53384890713129;-9.01965664426668;-0.896051960325064;-114.187161434394;-0.0016994921965105;-0.0020932134240581;-0.00593411894255;-0.0059633988632961;0.0002911773751997;0.0004668198842507;0.0;5.87056001932317e-05;-0.0016994921965105;-0.0020932134240581;-0.00593411894255;-0.0059633988632961;-3.83372929508359e-07;-4.85777076829468e-07;-3.92988009440403e-05;-3.11437166455825e-07;0.583045046875;0.832600080770755;0.0;0.369765172269043;-4.72616344915723;-10.0262929882869;-0.667952414369087;-77.8074471511243;-0.0010661320661306;-0.0023268259429767;-0.004423525922974;-0.0040634764545187;0.0;0.015;0.0;-4.07906223916507;-7.36344027474115;-0.305618234471353;-22.8789111459446;31;40;1;160;1.00704225352113;1.00936987584914;1.00666666666667;1.00842637455235;3.83734051735973;4.89084481325426;0.0519356491620329;7.19846109932041;4417.0;4290.87096774194;150.290322580645;19072.0967741935;8.40238061504;12.3227213863493;0.461414375379064;62.8306479560783;-1.4130630936438;-2.47;-0.1;-9.58108814431048;-0.0003187600030777;-0.0005732188442794;-0.0006622516556291;-0.0005003701767448;-0.788768324502749;-1.24801743913361;-0.05;-5.61482822356572;;0.0025;;-0.0009261683813046;-0.0017214936544339;-0.0020382454211363;-0.0012047062647605;0.0008712844391914;0.0011434272563763;0.0003463719999605;0.0003790403803602;7.9164027565248;12.2542850879954;0.357553883633386;30.077372245265;-13.6976734106429;0.249593357089907;-0.999999642372131;-142.508572767954;-0.0030899330951145;5.79237310489457e-05;-0.0066225141878949;-0.0074424782101501;9.4340655207634;10.8663330078125;0.0;11.3447636906058;-8.13525390625;-11.75;-0.5;-22.6958465576172;-14.3506605585336;0.939886229565881;-0.999999999999999;-138.513327316217;-0.0032372345045192;0.0002181216592169;-0.0066225165562913;-0.0072338274136315;16.0949694510987;19.0489550422016;0.0;18.0888487747832;-14.26429812736;-18.08;-0.8;-24.9696725476311;0.0042639066667855;0.0038701854392379;2.92799207460481e-05;45.9354837470968
18/05/2025;ARIA;ARIA;;12.0;Aria;;;13;34;2025-05-18 16:24:00;2025-05-18 16:30:00;5296;13412;181;74256;14.7064;36.34441779828;0.178378006477898;55.0317660985;27.1682606129968;297.747603163437;0.913084113647927;263.801874879269;0.0048872568111165;0.0212783251027969;0.00496241366113;0.0034906432751907;0.0026455117826947;0.0025973285069877;0.0009694456873798;0.0007281838475997;0.0048872568111165;0.0212783251027969;0.00496241366113;0.0034906432751907;8.79161146090399e-07;1.52064068482791e-06;2.69696394626632e-05;4.61884149997459e-08;7.8562125;22.3544501523871;0.09286875;34.6899206983686;26.7711716546713;255.255916016565;0.731059133175082;328.235545868307;0.0048158250862873;0.0182416862728911;0.003973147462908;0.0043432337294348;0.43900001;0.0;0.0;-45.8267987596855;-66.6807782916967;-0.501560976678547;-162.72642393726;263;581;3;1318;1.04966012084592;1.04331941544885;1.01657458563536;1.01774940745529;46.8972398541482;64.641929156518;0.757105648335681;139.498526150972;5434.10810810811;13727.7297297297;182.864864864865;75109.972972973;80.1480518179338;138.860371246453;0.947574745282871;337.010755391055;-15.0110733556832;-16.9201005897531;-0.176861359859835;-68.8774122665811;-0.0027003190062391;-0.0012091832051563;-0.0009612030427164;-0.0009113903229494;-6.82462442486319;-5.09727119918781;-0.0815176517854586;-36.5248997881183;0.0560000095;;;-0.0086194957714111;-0.0049752194676643;-0.0027647601537482;-0.0021926798343924;0.0088208334763564;0.0048230958397037;0.0041734018913472;0.0018796922946984;92.7240386138337;131.322707448215;1.25866662501423;302.224950088232;5.39301243401133;305.170206981216;0.839075823118037;-209.212859472747;0.0009701407508565;0.0218087763153874;0.0045601946908589;-0.0027683179330556;49.9258779287338;79.23046875;0.797726187855005;128.015625;-50.9010009765625;-74.8949069976807;-0.564191818237305;-171.049520703004;-13.4315479094509;286.356082206838;0.604798145000381;-319.48548506279;-0.0024161805917342;0.0204642379909125;0.0032869464402194;-0.0042274523654006;60.5361723716466;107.9644581888;0.966145635122185;157.63968;-71.19760252928;-113.20274022794;-0.806401982437576;-198.483831240317;0.0013966135359257;0.0177876818276061;0.0014717703859392;19.0837836913513
06/06/2025;ARIA;ARIA;;11.0;Aria;;;24;76;2025-06-06 20:42:00;2025-06-06 20:47:00;5132;8645;176;99889;7.80668434755;9.30051782372247;0.0314046721;70.575421655;-35.5740895935225;58.7327764057795;-0.29834438495;860.001208887081;-0.0067387932550715;0.0066492444702569;-0.0016855614968926;0.0085126720733977;0.0014788187815021;0.0010529285433853;0.0001774275259887;0.0006985867168352;-0.0067387932550715;0.0066492444702569;-0.0016855614968926;0.0085126720733977;-1.27652836807568e-06;7.52773063540918e-07;-9.522946310128e-06;8.42621906578282e-08;3.29975331630842;5.47610336038378;0.0087898010782226;41.9377616070605;-23.5779804464703;43.2646744782592;-0.171401121025342;689.853239285635;-0.0044663725035935;0.0048980725097089;-0.0009683679153974;0.0068284722673928;0.0;0.02;0.0;-24.0616203508162;-19.7975715829452;-0.31640324591686;-167.604209190496;147;188;1;1137;1.02864380358535;1.02174667437825;1.00568181818182;1.01138263472454;29.0981496609566;20.3252045707413;0.260049209994378;125.943475136155;5205.87096774194;8737.8064516129;176.870967741935;100691.967741935;42.8530371817322;52.2343560981587;0.340777100548239;312.534743014913;-7.67328270389572;-5.5598149975022;-0.1;-31.8948640933769;-0.0014535485326568;-0.0006294367709161;-0.0005649717514124;-0.0003157094618551;-4.18862246202314;-2.5575;-0.05;-6.81298663003257;;0.003;;-0.0046711655957759;-0.0022835993725291;-0.0017946575443642;-0.0016782762937935;0.0056489244537676;0.0023444604915209;0.0014750141872596;0.0012611136062743;53.1597700117727;40.1227761536866;0.576452455911237;293.547684326652;-68.1714720805176;43.6216510473751;-0.65771484375;740.735301373061;-0.0129137094299143;0.004938486476551;-0.0037159030720339;0.0073321254070542;44.16943359375;30.4762219786644;0.4384765625;149.4375;-28.1375298500061;-26.25;-0.5;-122.490200915374;-60.4167344424672;44.3405272853098;-0.5952012288;656.651924883272;-0.0114447309040476;0.0050198717633091;-0.0033627188067796;0.0064998309829476;60.6909063168;56.3482227121478;0.7936016384;173.856;-45.6367104;-42.72;-0.8;-171.270736059825;-0.0152514653284693;-0.0018634276031408;-0.0101982335702904;26.164516263871
07/06/2025;ARIA;ARIA;;12.0;Aria;;;25;77;2025-06-07 20:20:00;2025-06-07 20:25:00;5324;8969;176;111362;9.34684173947709;11.6103624167;0.0683008205129366;50.5503282648314;-82.9668930371832;-9.58547580787561;-1.12474887426301;746.403807593021;-0.0150084828214876;-0.001042126093485;-0.0063188139003539;0.006631694143926;0.0016908179702382;0.0012622703214503;0.0003837124747917;0.0004491326444441;-0.0150084828214876;-0.001042126093485;-0.0063188139003539;0.006631694143926;-2.71499327450933e-06;-1.13299205640907e-07;-3.54989544963707e-05;5.89216812282969e-08;3.85459640669042;6.302504766029;0.0221014896722746;34.2097181314948;-56.717847628448;3.86409286004923;-0.775267530933397;557.199430629977;-0.0102601026824255;0.0004201014198792;-0.0043554355670415;0.0049506395378981;0.0;0.034000002;0.0;-29.4375792043611;-28.3781795441591;-0.305618234471382;-74.3609068597289;204;229;2;1189;1.03831705484598;1.02553238934106;1.01136363636364;1.01067689157882;26.0787433216892;21.0677118044532;0.23730366739025;125.703823117627;5422.25806451613;9075.51612903226;177.193548387097;112056.903225806;50.0193080999298;49.533739994568;0.654184216599049;318.874725123489;-9.4970192712175;-10.3365203628492;-0.126380929281206;-9.93724290452849;-0.0017179846727962;-0.0011237791218579;-0.0007100052206809;-8.82910227765945e-05;-5.71396532328788;-5.33676214845084;-0.0732547523376198;-4.8025;;0.0029999995;;-0.00550403511046;-0.0031598234648467;-0.0017375493576669;-0.0006676054822877;0.0048760231907244;0.0023458252495284;0.0013491565238544;0.0011285575311252;55.5163225260503;49.4458913486123;0.542921901861632;200.064729977355;-123.145460822619;-72.5986311645247;-1.90405202331021;741.578655098099;-0.022276675257348;-0.0078928714029707;-0.0106969214792709;0.0065888233342937;63.6345882415771;37.5146484375;0.499514579772949;153.8125;-40.0;-33.8073004558682;-0.511722542345524;-81.7528271898627;-119.873383178635;-76.7395400760056;-1.99519852543999;701.949650129558;-0.0216847654085809;-0.0083430680665368;-0.01120898048;0.0062367251302037;98.1384805544144;54.9518889734111;0.799999918081007;196.9024;-64.0;-59.34695809024;-0.800245760001049;-128.708441297986;-0.0216401769654136;-0.0076738202374111;-0.01295050804428;25.8999999877419
08/06/2025;ARIA;ARIA;;13.0;Aria;;;26;78;2025-06-08 16:38:00;2025-06-08 16:43:00;5281;7935;171;104577;16.257844248;19.963493366919;0.19;25.6204265490797;5.29302634398239;164.928747801201;0.803532774246687;-325.404757491962;0.0009526685284345;0.0199768347627423;0.0046180044496936;-0.0030853118688141;0.0029261778704103;0.0024180587895977;0.0010919540229885;0.0002429190240646;0.0009526685284345;0.0199768347627423;0.0046180044496936;-0.0030853118688141;1.71466617788796e-07;2.41967475323914e-06;2.65402554580092e-05;-2.92532580077005e-08;8.46790989384375;12.3718031178173;0.0975;12.823680670049;11.6439616128742;141.731964106988;0.725778139286371;-201.742145755958;0.0020957454306829;0.0171671468152844;0.0041711387315308;-0.0019128098849515;0.300000012;0.024;0.0;-39.6536396544807;-18.9786295610265;-0.694540588814561;-132.386352934787;275;321;3;892;1.05207347093354;1.04045368620038;1.01754385964912;1.0085296001989;62.7310192532368;67.7973633840675;0.928445868767625;118.07648079966;5401.67741935484;8113.29032258064;173.0;105045.032258065;67.3059616461891;75.04096372355;0.816496580927726;256.311982275633;-13.2960239959489;-6.40908537177429;-0.155341;-37.2273381411488;-0.002393092871841;-0.0007762942553021;-0.000892764367816;-0.0003529694805217;-5.9215278245077;-1.32790477204279;-0.065585640625;-22.782454063797;0.150000006;0.0115;;-0.0074423937109146;-0.0023936173748899;-0.0040341627057501;-0.0012655351136095;0.0117736719059735;0.0085507199793332;0.0053927758267994;0.0011287412126008;102.384658907717;86.775992945094;1.62298645758219;250.462833734447;4.16404550895095;140.281265424099;0.794841404538602;-550.018314890098;0.0007494682341524;0.0169914323430352;0.0045680540490724;-0.0052149761056812;75.84375;50.2177734375;1.01171875;152.51806640625;-61.25;-29.515625;-0.953125;-174.988140106201;7.94794045311085;145.235132467986;0.903815678037851;-573.653242827826;0.0014305148403727;0.0175914646884672;0.005194342977229;-0.0054390697060541;117.50863872;63.9822360576;1.71526144;210.61565251584;-103.42016;-51.102464;-1.59232;-239.650321719648;0.0040379803972487;0.0230621466315565;0.0077033163185077;21.6096772845161
16/07/2025;ARIA;ARIA;;20.0;Aria;;;29;81;2025-07-16 12:03:50;2025-07-16 12:09:00;1809;854;127;16432;0.0;3.4435614632;0.0;4.9;-64.1738152940378;41.0048962180828;-22.3118082520617;-885.154349083016;-0.0340444643469696;0.0449615090110557;-0.147760319550078;-0.0504620232075148;0.0;0.0037758349377193;0.0;0.0002793455333219;-0.0340444643469696;0.0449615090110557;-0.147760319550078;-0.0504620232075148;-1.80607237914958e-05;4.92999002314207e-05;-0.0009785451625832;-2.87680424191977e-06;0.0;2.13068628309199;0.0;2.45;-49.8291135685444;34.1511197875884;-18.0695087773645;-649.730326506407;-0.0264345430071854;0.0374464032758645;-0.119665621042149;-0.0370406662394622;0.869000018;0.0;0.0;-13.1517859461458;-3.12065911738216;-8.551446818079;-66.6952454525235;76;58;24;1109;1.04201216141515;1.06791569086651;1.18897637795276;1.06749026290166;-0.0665872707352264;8.68055464193344;0.051935649161976;22.329821932577;1828.65625;896.09375;129.4375;16826.25;16.7170173582143;16.9026804039688;5.05414234452391;376.196156794692;-3.369417;-1.15853102249289;-1.866;-42.3183947562502;-0.0017874891246684;-0.0012703191036106;-0.0123576158940397;-0.0024125417454107;-2.01674014753906;-0.212877937825049;-0.99075;-30.6837842396786;0.021499991;;;-0.0072595882174455;-0.0036620877465252;-0.0673571395425878;-0.0040588033017744;-3.67551728746746e-05;0.010186614939838;0.0004090812750472;0.001358902787943;13.0851986754105;11.8012137593156;8.60338246724098;89.0250673851006;-73.0505210992415;33.6152508817613;-23.953124914784;-1016.3868671793;-0.0387535920950883;0.0368588277212295;-0.158629966323073;-0.057943496219104;1.26944586262107;8.5;0.0;24.5;-11.5;-3.64066901803017;-7.5;-64.1474609375;-73.2091568281727;32.2787100321363;-23.99904;-1005.89520659718;-0.038837748980463;0.0353933224036582;-0.158934039735099;-0.057345374072013;2.85947136211312;12.896;0.0;39.2;-18.4;-4.70868826054853;-10.56;-69.8386128896;0.0164175588605451;0.0954235322185704;-0.0972982963425629;33.6281255496875
16/07/2025;ARIA;ARIA;;21.0;Aria;;;29;82;2025-07-16 12:14:10;2025-07-16 12:20:50;1845;922;133;17339;0.292950820345664;2.245207;0.0;4.17735767551971;-139.754729513955;-9.08270794849169;-23.6674460686607;-1557.66640812569;-0.0700173995560899;-0.0092491934302359;-0.149793962459878;-0.0813827799438712;0.0001467689480689;0.0022863615071283;0.0;0.000218252752117;-0.0700173995560899;-0.0092491934302359;-0.149793962459878;-0.0813827799438712;-3.5078857493031e-05;-9.41873058068833e-06;-0.0009480630535435;-4.25197387376547e-06;0.0;1.276006515625;0.0;0.0;-118.801770207186;0.181555702088733;-20.4418020963646;-1294.51368139018;-0.0595199249535001;0.000184883607015;-0.129378494280789;-0.0676339436463001;1.475000024;0.0;0.0;-32.647258788114;-4.09599704618802;-8.16940808921376;-107.449068892918;151;60;25;1801;1.08184281842818;1.06507592190889;1.18796992481203;1.10386988869024;2.70797568211879;6.04894705722302;0.266617864522374;30.0757317999487;1871.60975609756;959.634146341463;135.682926829268;17876.5365853659;30.2066863862792;20.1751779391917;3.95878153217782;535.939506733781;-7.4088;-2.58274297644121;-1.85;-65.1382577793826;-0.0037118236472945;-0.0026300844973943;-0.0117088607594937;-0.0034032527575435;-4.29860375;-1.62453183813675;-0.964375;-47.1874337210546;-0.0074999929999999;;;-0.0176808023155036;-0.0044408068121146;-0.0614439922923004;-0.0061921658472277;0.0014665605777648;0.00655816031968;0.0020052941209206;0.0017332297171194;35.3552344702327;10.144944103411;8.43602595373613;137.524800692867;-141.827902290668;-26.4845862304123;-24.9527587875823;-1539.00854264907;-0.0710560632718778;-0.026970047077813;-0.157928853085964;-0.0804079698353746;4.77053638755751;5.9375;0.0;32.7289727205643;-26.0;-4.43786913156509;-7.5;-102.375;-140.032431466139;-27.2831028654769;-24.999039987712;-1524.78773301705;-0.070156528790651;-0.027783200474009;-0.158221772074127;-0.079664980826387;6.88287644092948;6.7712;0.0;39.5226091653868;-41.6;-6.65565010677204;-12.0;-125.472;0.0113653803877812;0.0721335865136352;-0.0684111825160068;30.0268294165854
16/07/2025;ARIA;ARIA;;22.0;Aria;;;29;83;2025-07-16 14:39:40;2025-07-16 14:49:20;1771;819;124;16166;0.593718695310946;2.247711;0.0;17.7422718935847;-131.145311458673;-30.6489559820668;-22.8117224372471;-2939.60743073684;-0.0685189715040089;-0.0345535016708758;-0.155181785287395;-0.148848419197774;0.0003101978554393;0.0025340597519729;0.0;0.0008983883687064;-0.068518971504009;-0.0345535016708758;-0.155181785287395;-0.148848419197774;-3.57988356865251e-05;-3.89554697529603e-05;-0.0010556584033156;-7.53701044092229e-06;0.0;1.29211374921875;0.0;0.337068011386689;-123.434373141915;-21.347690848692;-21.2996154962395;-2816.57282622204;-0.0644902680992244;-0.0240672952070936;-0.144895343511833;-0.142618503530409;0.80400002;0.023;0.0;-22.8201486684857;-3.04530005870197;-5.67087910156877;-265.246246640978;143;68;23;3583;1.08074534161491;1.08302808302808;1.18548387096774;1.22163800569096;0.788119716782603;7.05538804075047;0.321557958270901;48.3413382190356;1793.96610169492;850.796610169491;125.898305084746;17028.6779661017;29.1795665998485;23.8665684956846;3.63742479601955;885.869890825766;-6.6327;-2.35771378348585;-1.667;-134.79689684303;-0.0034653605015674;-0.0026580764188115;-0.0113401360544218;-0.0068255049290105;-3.97322968299092;-1.48800907447549;-0.890875;-94.7607021596081;0.252000004;0.0025;;-0.0128691695099092;-0.0037095305046426;-0.0457531912011475;-0.0164027649299303;0.0004444513651825;0.008594285178719;0.0025943601483144;0.0029894168805274;23.6082683852683;10.1006880994524;5.99243705983967;313.587584860014;-131.930021706908;-36.1584622857736;-22.9999998208368;-2827.22734344774;-0.0689289559597218;-0.0407648954743784;-0.156462583815216;-0.143158000073307;3.81378077216687;6.4375;0.0;46.7526546755107;-20.75;-3.82547167316079;-6.75;-238.9375;-133.21809963937;-36.2363625918686;-23.0;-2817.19763332674;-0.0696019329359298;-0.0408527199457369;-0.156462585034014;-0.142650140935072;6.38630889870655;8.128;0.0;55.8095278298702;-30.08;-5.15006843794509;-9.12;-283.04;0.0803294476937653;0.114294917526898;-0.0063333660896211;28.913558800339
16/07/2025;ARIA;ARIA;;23.0;Aria;;;29;84;2025-07-16 16:06:10;2025-07-16 16:09:50;1762;978;118;16700;0.0;0.0;0.0;0.0;-281.42529682712;-34.8927073296749;-35.6295248376824;-3437.30871668331;-0.134331883927026;-0.0337453649223161;-0.224085061872217;-0.160606892658785;0.0;0.0;0.0;0.0;-0.134331883927026;-0.0337453649223161;-0.224085061872217;-0.160606892658785;-6.41202309914207e-05;-3.26357494413115e-05;-0.0014093400117749;-7.50429364820039e-06;0.0;0.0;0.0;0.0;-202.73022970651;-23.3182583406858;-25.9925987888446;-2335.33438008714;-0.0967686060651601;-0.0225515070993093;-0.163475464080784;-0.109117576866047;0.391000003;0.017000001;0.0;-97.5181290125763;-5.85805778090412;-15.4972322523658;-428.74446842754;333;56;41;4702;1.18898978433598;1.05725971370143;1.34745762711864;1.28155688622754;-0.437546427797542;-0.120844421570496;0.581096776853371;-57.241734872332;1817.0;1004.13043478261;122.826086956522;18401.4782608696;89.7405350795483;15.5922601657072;10.9030945311747;1530.60822341866;-21.8002;-2.22473897857831;-3.355;-205.6572362962;-0.0104058233890215;-0.0021515850856656;-0.0211006289308176;-0.0096092531677506;-12.09947128125;-1.6759867517597;-1.763125;-136.547717433131;0.0954999925;0.0015;;-0.0553283763691603;-0.0059864071338466;-0.13142799387184;-0.0256834037993133;-0.0002482485429252;-0.0001234921085506;0.0049281305450895;-0.00342899488894;97.0805825847788;5.73721335933362;16.0783290292192;371.502733555208;-331.127318620682;-51.3029187917709;-40.9881457090378;-4608.24217152596;-0.158055999341614;-0.0496159756206682;-0.257787079931055;-0.215318296024949;0.345699310302734;0.673828125;0.0;0.0;-79.5;-5.75;-13.75;-426.125;-332.106664374649;-53.2061622363909;-40.999961599504;-4666.07574139471;-0.158523467481933;-0.0514566365922542;-0.257861393707572;-0.218020546743048;1.77739577491183;2.959116288;0.0;0.0;-118.08;-7.2;-20.8;-486.496;0.0262750087317583;0.126861527736469;-0.0634781692134319;24.7521741278261
18/05/2025;ARIA;ARIA;;12.0;Aria;;;13;33;2025-05-18 12:43:00;2025-05-18 12:49:00;5508;13879;178;74070;13.5712147030866;30.8920776862554;0.243180445290451;42.6646674172;-10.1904971402513;153.510915826114;-1.01627352651002;-30.9850683321714;-0.0017515464318066;0.010604512007883;-0.0055534072486886;-0.0004127380159336;0.0023326254216374;0.0021340202878043;0.0013288548922975;0.000568316648247;-0.0017515464318066;0.010604512007883;-0.0055534072486886;-0.0004127380159336;-3.01056450980867e-07;7.32558165783571e-07;-3.0346487697752e-05;-5.497895566038731e-09;6.77581770455136;19.4278048650638;0.11196010011765;23.1310067369885;-18.2609218279733;134.112553112141;-1.04410781194549;-7.55056396083413;-0.0031386940233711;0.0092644758988768;-0.005705507169101;-0.0001005776316181;0.488999993;0.028999999;0.0;-47.5111405450953;-74.6514635118147;-1.09094178097271;-133.478815307055;310;597;5;1002;1.05628177196805;1.04301462641401;1.02808988764045;1.01352774402592;38.8975983028986;86.1691172568517;0.61522797570305;94.8881585300987;5685.0;14152.4054054054;180.783783783784;74610.1621621622;74.1080292545956;173.3342082445;1.45554753224298;252.39414871646;-15.2675806619856;-27.2694031177658;-0.330406557627996;-50.0995773230227;-0.0026241974324485;-0.001883766449141;-0.001805500314907;-0.0006673537047504;-8.60997595709865;-12.2417425120026;-0.178115030621599;-27.1589610978421;0.1164999975;0.0095;;-0.0084998156680571;-0.0053646812596115;-0.0061118759204823;-0.0017990048037173;0.0069588397944469;0.0061923748947257;0.0034467440113567;0.0012788864856108;86.4087388479938;160.820580768666;1.70616975667576;228.366973837154;38.0632625676371;309.135320020738;0.148526860597485;139.979748507409;0.0065423277015533;0.0213550234885837;0.0008116221890572;0.001864606624406;74.4063769131899;80.7798395575956;1.30283158272505;129.44140625;-59.3744923472404;-88.5543441772461;-0.950229644775391;-129.795150756836;27.0001142426067;341.977877456876;0.0957456606090363;176.47197195653;0.0046407896601249;0.0236237826372531;0.0005232003311969;0.0023507029512538;120.286612359535;129.510596349669;2.3421639683119;155.9570137088;-100.336376454304;-119.345658677534;-1.50631344126752;-164.183979583105;-0.001338808415873;0.0110172500238166;-0.0051406692327549;20.6729730654054
